TSP Name,OPT,GG(195075),GG(50),GG(1),Linear,Staircase,Sigmoid,Geometric,Linear Reheat,Cosine
kroA200,29368,261389.8226172409,39705.5166124167,39473.3115623929,48584.7387521153,47887.9631486987,44028.4135425568,39976.1564565093,38064.861589873,79224.1425727776
kroB200,29437,264072.37083048746,40161.1545344805,39115.8362715152,49402.5059726919,46508.0504267655,43906.09060307391,40123.6266935509,39714.2332394049,77110.53356821196
lin105,14379,86875.4326942694,17185.7126881262,16678.2352091473,18281.447718079995,18122.754428351454,16862.8712372983,16679.4189724929,16598.248977479,24731.2538971946
lin318,42029,493081.3691290435,66544.1339344592,67649.1292021944,89919.1878791332,88585.9625677028,78584.6937231663,68943.9268709306,68689.5188588623,161917.3293449002
p654,34643,1658197.267924114,82250.087385673,84824.4992221526,131940.1451644059,128491.5142070804,113285.8299190169,81837.3081012429,85430.9377615376,245190.9337760537
pcb442,50778,672000.3334556257,94051.6181099744,94086.07631881,132710.7913599272,130697.9949924181,114431.0351878127,94965.14079767,95935.5666930748,239447.3011136407
pcb1173,56892,1295802.5230199452,214782.7160575051,216267.2571723198,348494.115603665,341052.3988512886,299690.6737150025,219777.3793650734,223877.0679628074,648628.1886325673
pr107,44303,346301.990301782,51987.7669501056,49456.6360544903,52997.2636059828,52318.4377120028,52828.3832430636,52729.7480043641,51262.9499027798,62028.9873152543
pr124,59030,465622.8787453081,76219.5565399407,73737.7878578571,76880.3065040519,76056.452305971,76976.5513346456,75889.7362143711,74429.1774482588,90605.407417395
pr136,96772,583690.8106175787,118035.3815926349,118220.8400957704,119163.396103183,118483.9239184174,119425.3684771099,116540.3684332911,118012.7536639508,135543.8902099841
pr144,58537,587159.6904331233,73244.0010014802,75226.7870188376,77955.9011071291,77252.95086059,77122.9083771148,70884.5167432943,72895.6233444785,86650.3965290028
pr152,73682,732994.6065913037,90910.4456852153,93629.7580350167,96630.3350415511,96964.5452453021,93945.3522383351,95662.7689412226,93815.1455129881,110152.1818897034
pr226,80369,1237171.8268215572,117000.1847368181,118698.0923830113,129537.108547023,132247.4615313295,129999.1876867488,117817.1352492336,119772.6884953672,147115.2881994589
pr299,48191,608643.5915450339,76514.1188441575,80211.5182644118,100341.0940100137,98116.2936295018,87048.980512656,76879.51789913668,78026.7737745308,168865.8507299914
rat99,1211,5883.7802442973325,1365.3100661909,1371.4836402277,2118.0423196859,1628.6980433454,1807.5022589223,1409.4783292707,1396.8940310737,2460.1020720357
rat195,2323,18132.6082282894,3066.307463823,3111.2171569301,6206.7326922997,4433.070295952,4609.0621261367,3245.8216669521,3303.8371385122,8336.7283521848
rat575,6773,101294.25717113,14000.4476899036,13800.1943956003,35459.40838091532,28172.4067142385,24035.6199743318,15361.8205907625,16107.6782123078,56004.7424600642
rat783,8806,161979.7843096863,23012.166587731,23037.8123318332,60012.7203984055,50215.108482242,40388.1058429666,25446.9377115396,26512.8342645383,95258.20124678078
rd100,7910,41714.1559986236,8988.0679842276,9111.0895028385,10662.6188843749,10416.5664910353,9334.0494684469,8984.1261491443,9004.9400601864,13678.8067657471
rd400,15281,185618.5513435573,26244.0664846314,26432.9036550817,49198.27601979317,45052.8154456014,36376.1632154739,27623.6470954274,28377.3013201097,82918.3112182931
st70,675,2565.649904676996,734.1573457581,713.0451969366,1032.012256467701,785.3562747744,925.2280921119,707.0084268085,723.0629909743892,1147.2712589365
rl1304,252948,8052879.317994011,1441701.2916585796,1452739.266297582,1490392.5792778188,1519763.3769183515,1527396.9729589114,1446515.223498522,1440762.4138831382,1692098.1474366256
rl1323,270199,8209530.059397278,1488742.1699052458,1494371.271417756,1531084.0476351138,1554683.4906199055,1553889.2434850011,1486077.434716681,1441485.5722416588,1751215.8768994974
ts225,126643,1212721.2078001443,191264.7381441551,186383.6258222949,195110.1883420922,192895.0920036219,194770.5314965158,195830.2342684663,193355.3155832981,226358.4390474625
tsp225,3919,34402.8446322013,5289.2336848207,5269.3126393985,10371.9633964866,8418.0453260275,7306.0126980414,5576.7687764861,5567.7640162484,15567.3048312712
pr76,108159,367732.606797981,118539.3924818082,117507.6544684944,111129.741697763,111442.4015892483,112598.4171355116,113113.7046868393,110506.8611806737,112611.2161546971
u159,42080,334506.6771016645,55492.5905311739,55096.7746724811,59992.0926216123,60121.6677071978,56935.4659962772,55287.5447934222,53665.3292517357,87970.3541592242
u574,36905,599776.9895932546,81923.8662030183,81997.0414639255,133308.7471632063,128693.6473111911,108484.3888758921,83762.7480437588,85474.0549219728,251471.06191212844
u724,41910,776434.6694434128,104809.0294193532,107458.1554067079,177873.0224616173,170426.8319902734,147232.10577399496,110307.3487688483,111876.6870703745,341120.96635163773
u1060,224094,5556868.241568465,822598.2997671335,822698.8683641588,904273.7822392002,893998.6825478654,900447.3024662569,812815.3146883089,810930.4390805669,1104737.762167513
vm1084,239297,7074053.60576941,1025947.3682627496,1012272.78057057,1058399.2250595735,1060660.4858179225,1083144.3661916377,1016490.9488460164,996993.9899309452,1222437.4843372065
